ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
7.343,-4.4616,-4.604,7.5127,-4.3406,-4.5705,-0.1278,-0.1282,-0.048,-0.0053,0.0053,-0.0085,4.0,-40.2,46.32,45.12,48.18,26.15,-121.16,0.0,1009.03,55.011,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,49731,2015-08-25 14:33:32:749
7.5477,-4.2892,-4.4005,7.5127,-4.3406,-4.5705,-0.1278,-0.1282,-0.048,-0.0277,0.0256,0.0117,3.0,-40.26,45.9,45.12,48.23,26.27,-121.31,0.0,1009.01,55.011,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,49836,2015-08-25 14:33:32:854
7.7225,-4.3598,-4.3958,7.5542,-4.2948,-4.5452,0.0019,0.0726,0.2189,-0.0128,0.0021,0.016,3.0,-40.32,45.42,45.18,49.56,25.97,-121.03,0.0,1009.01,55.011,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,49942,2015-08-25 14:33:32:960
7.7297,-4.6184,-4.5729,7.6085,-4.2673,-4.48,0.1511,-0.2577,-0.002,-0.0021,0.0437,0.0202,4.0,-40.26,45.0,45.24,49.87,25.79,-120.49,0.0,1009.0,56.044,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,50049,2015-08-25 14:33:33:067
7.6124,-4.3455,-4.4209,7.6107,-4.3017,-4.4433,0.0891,-0.0581,-0.0267,-0.0426,-0.0426,0.0128,4.0,-40.14,44.64,45.24,50.64,26.02,-120.28,0.0,1009.0,56.044,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,50155,2015-08-25 14:33:33:173
7.349,-4.5059,-4.6136,7.5888,-4.2827,-4.4987,-0.2398,-0.2232,-0.1149,-0.0107,0.0032,0.0,4.0,-39.78,44.76,45.24,49.87,25.89,-120.66,0.0,1009.0,56.044,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,50261,2015-08-25 14:33:33:279
7.3382,-4.4951,-4.5837,7.5305,-4.3325,-4.5488,-0.2641,-0.2285,-0.0541,-0.0213,0.0021,0.0181,4.0,-39.48,45.0,45.24,50.11,26.22,-121.13,0.0,1009.02,54.637,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,50367,2015-08-25 14:33:33:385
7.4148,-4.3694,-4.4807,7.5103,-4.3465,-4.5688,0.0506,0.0753,0.1491,-0.0256,-0.0075,0.0096,4.0,-39.18,45.24,45.36,50.09,26.31,-121.31,0.0,1009.02,54.637,42.358467,-71.10941,-80.65,10.29836222037792,,8.21,32.258064,219.6,10 / 19,50473,2015-08-25 14:33:33:491
7.6076,-4.2533,-4.4951,7.5674,-4.2831,-4.5343,-0.0017,0.0154,0.0248,-0.0256,-0.0075,0.0096,4.0,-39.18,45.24,45.36,50.09,26.31,-121.31,0.0,1009.02,54.637,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,50579,2015-08-25 14:33:33:597
7.6195,-4.3108,-4.4999,7.5674,-4.2831,-4.5343,-0.0017,0.0154,0.0248,0.0053,0.0011,0.0117,4.0,-38.94,45.48,45.42,49.64,25.9,-120.93,0.0,1009.02,52.312,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,50685,2015-08-25 14:33:33:703
7.6746,-4.2114,-4.4113,7.5775,-4.2702,-4.5295,0.1605,-0.0777,0.0057,-0.0128,0.0021,0.0224,4.0,-38.88,45.54,45.48,47.97,25.81,-120.87,0.0,1009.02,52.312,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,50793,2015-08-25 14:33:33:811
7.5082,-4.1863,-4.5179,7.607,-4.2377,-4.5105,0.052,0.0119,-0.0037,-0.0213,-0.032,0.0107,4.0,-38.82,45.54,45.48,47.79,25.6,-120.67,0.0,1009.01,52.312,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,50897,2015-08-25 14:33:33:915
7.4196,-4.3203,-4.6328,7.6069,-4.2037,-4.5425,-0.0711,-0.0041,-0.0975,-0.0096,-0.0149,0.0096,4.0,-38.7,45.48,45.42,48.64,25.38,-120.84,0.0,1009.01,52.872,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,51003,2015-08-25 14:33:34:021
7.44,-4.3,-4.8578,7.5586,-4.2085,-4.6181,-0.0527,-0.2041,-0.1883,-0.0064,-0.0128,0.0043,3.0,-38.58,45.42,45.48,47.95,25.41,-121.42,0.0,1009.05,52.872,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,51108,2015-08-25 14:33:34:126
7.2604,-4.5226,-4.7417,7.5122,-4.2332,-4.671,-0.1596,-0.2679,-0.0325,0.0128,0.0597,0.0053,3.0,-38.46,45.42,45.78,49.59,25.57,-121.87,0.0,1009.05,52.872,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,51214,2015-08-25 14:33:34:232
7.4795,-4.8542,-4.4377,7.474,-4.3635,-4.6119,0.0055,-0.4908,0.1743,0.0288,0.0767,0.0128,3.0,-38.34,45.42,46.26,51.69,26.42,-121.68,0.0,1009.05,52.334,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,51321,2015-08-25 14:33:34:339
7.5561,-5.1583,-4.4472,7.4602,-4.5521,-4.4491,0.139,-0.5008,0.0868,-0.0107,-0.0053,0.0032,4.0,-38.22,45.42,46.62,57.08,27.66,-120.81,0.0,1009.03,52.334,42.358437,-71.10942,-80.65,10.29836222037792,,8.5,32.258064,214.7,10 / 19,51427,2015-08-25 14:33:34:445
7.4208,-4.8028,-4.3574,7.4536,-4.5879,-4.4233,-0.1225,-0.1096,-0.1089,-0.0107,-0.0053,0.0032,4.0,-38.22,45.42,46.62,57.08,27.66,-120.81,0.0,1009.03,52.334,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,51532,2015-08-25 14:33:34:550
7.2389,-4.5657,-4.6328,7.4536,-4.5879,-4.4233,-0.1225,-0.1096,-0.1089,-0.0362,-0.0586,-0.016,4.0,-38.22,45.48,46.86,57.76,27.89,-120.69,0.0,1009.04,52.334,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,51639,2015-08-25 14:33:34:657
7.2341,-4.6005,-4.6017,7.395,-4.5587,-4.5499,-0.1622,-0.0657,-0.1021,0.0053,-0.0032,-0.0032,4.0,-38.22,45.54,46.98,54.72,27.7,-121.6,0.0,1009.04,51.412,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,51745,2015-08-25 14:33:34:763
7.3909,-4.6675,-4.5298,7.3894,-4.5484,-4.5694,0.0015,-0.1191,0.0395,0.0202,0.0415,0.0096,4.0,-38.16,45.72,46.8,54.42,27.63,-121.73,0.0,1009.06,51.412,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,51851,2015-08-25 14:33:34:869
7.6315,-4.5011,-4.5693,7.4292,-4.5273,-4.5256,0.2322,0.2537,-0.1024,-0.0373,-0.1438,0.0309,4.0,-38.16,45.96,46.8,54.49,27.49,-121.35,0.0,1009.02,51.412,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,51957,2015-08-25 14:33:34:975
8.2241,-3.3076,-4.5633,7.6123,-4.0885,-4.6377,0.7423,1.3076,0.0312,-0.0341,-0.0884,0.033,4.0,-38.22,46.38,46.8,48.39,24.64,-121.35,0.0,1009.02,51.272,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,52062,2015-08-25 14:33:35:080
7.2592,-4.1264,-4.4652,7.8036,-3.6868,-4.6564,-0.208,-0.0673,0.0679,0.0415,0.1587,-0.0927,5.0,-38.22,46.8,46.74,43.22,22.08,-120.82,0.0,1009.0,51.272,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,52169,2015-08-25 14:33:35:187
7.7249,-3.9612,-4.8004,7.8069,-3.8045,-4.5551,-0.0509,-0.1879,-0.1843,-0.0117,-0.0607,0.016,5.0,-38.16,47.1,46.68,45.06,22.83,-120.26,0.0,1009.0,51.272,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,52275,2015-08-25 14:33:35:293
8.1427,-3.4369,-4.561,7.7994,-3.734,-4.6257,0.3433,0.2971,0.0647,-0.0117,-0.0607,0.016,3.0,-38.16,47.1,46.68,45.06,22.83,-120.26,0.0,1009.04,53.871,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,11 / 19,52381,2015-08-25 14:33:35:399
7.7417,-3.6978,-4.4388,7.8518,-3.6464,-4.6068,-0.2095,-0.158,0.1775,-0.0234,-0.0138,0.0224,5.0,-38.04,47.34,46.68,43.87,22.38,-120.67,0.0,1009.02,53.871,42.35844,-71.10946,-80.65,10.29836222037792,,7.81,35.48387,227.1,9 / 19,52486,2015-08-25 14:33:35:504
7.774,-3.881,-4.6723,7.8518,-3.6464,-4.6068,-0.2095,-0.158,0.1775,0.0341,0.0383,-0.0181,5.0,-37.74,47.46,46.68,43.32,21.83,-120.4,0.0,1009.02,53.871,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,52593,2015-08-25 14:33:35:611
7.8841,-3.6332,-4.6783,7.8242,-3.6971,-4.6133,0.024,-0.039,-0.0853,-0.0181,-0.0341,0.0032,4.0,-37.56,47.52,46.8,42.5,22.15,-120.52,0.0,1009.04,52.027,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,52699,2015-08-25 14:33:35:717
7.7883,-3.6164,-4.5765,7.8229,-3.6535,-4.6503,-0.0716,0.0382,0.057,0.0032,-0.0011,0.0043,4.0,-37.38,47.52,46.8,42.15,21.87,-120.73,0.0,1009.04,52.027,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,52805,2015-08-25 14:33:35:823
7.7788,-3.8595,-4.7728,7.8569,-3.6406,-4.6026,-0.0782,-0.2188,-0.1702,0.0096,0.0053,0.0096,5.0,-37.2,47.58,46.86,42.44,21.79,-120.36,0.0,1009.02,52.027,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,52911,2015-08-25 14:33:35:929
7.744,-3.8403,-4.7465,7.8558,-3.6537,-4.5943,0.0415,-0.1291,-0.1199,-0.0213,-0.0202,-0.0053,5.0,-37.2,47.58,46.86,42.6,21.87,-120.32,0.0,1009.02,52.437,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,53017,2015-08-25 14:33:36:035
7.8362,-3.6715,-4.6196,7.873,-3.613,-4.5969,-0.1996,-0.092,0.0048,0.0096,0.0032,0.0032,5.0,-37.2,47.52,46.86,42.28,21.62,-120.28,0.0,1009.01,52.437,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,53123,2015-08-25 14:33:36:141
7.8063,-3.735,-4.6555,7.8687,-3.6284,-4.5923,-0.0624,-0.1066,-0.0632,-0.0085,0.0021,0.0032,3.0,-37.14,47.46,46.98,43.56,21.72,-120.27,0.0,1009.01,52.437,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,53228,2015-08-25 14:33:36:246
7.8111,-3.7038,-4.5382,7.8692,-3.6361,-4.5853,-0.0976,-0.0605,0.01,-0.0085,0.0021,0.0032,3.0,-37.14,47.46,46.98,43.56,21.72,-120.27,0.0,1009.01,55.122,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,53334,2015-08-25 14:33:36:352
7.7859,-3.6524,-4.5693,7.861,-3.6192,-4.6126,-0.0798,-0.0907,0.0469,0.0021,-0.0064,-0.0085,4.0,-37.14,47.46,46.92,43.67,21.76,-120.23,0.0,1009.06,55.122,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,9 / 19,53441,2015-08-25 14:33:36:459
7.8219,-3.6955,-4.689,7.861,-3.6192,-4.6126,-0.0798,-0.0907,0.0469,0.0085,0.0,0.0032,4.0,-37.08,47.46,46.92,43.32,21.66,-120.4,0.0,1009.06,55.122,42.35844,-71.10948,-87.1,10.29836222037792,,7.2,35.48387,231.1,10 / 19,53546,2015-08-25 14:33:36:564
7.853,-3.735,-4.6507,7.8499,-3.6304,-4.6226,0.003,-0.1046,-0.0281,0.0021,0.0043,0.0011,4.0,-36.96,47.4,46.86,43.33,21.73,-120.49,0.0,1009.05,53.359,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,53653,2015-08-25 14:33:36:671
7.8171,-3.699,-4.6388,7.8562,-3.6422,-4.6026,-0.0535,-0.0892,-0.0817,-0.0085,-0.0107,0.0021,3.0,-36.9,47.4,46.74,43.58,21.8,-120.36,0.0,1009.0,53.359,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,53759,2015-08-25 14:33:36:777
7.7476,-3.7852,-4.6448,7.8626,-3.6244,-4.6058,-0.0946,-0.077,-0.1108,0.0075,0.0075,0.0043,3.0,-36.84,47.34,46.8,43.42,21.69,-120.36,0.0,1009.0,53.359,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,53865,2015-08-25 14:33:36:883
7.8554,-3.7601,-4.6112,7.8495,-3.6371,-4.618,0.0059,-0.1229,0.0068,-0.0085,0.0011,-0.0032,4.0,-36.78,47.28,46.8,43.42,21.77,-120.47,0.0,1009.0,55.217,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,53971,2015-08-25 14:33:36:989
7.8266,-3.7876,-4.7046,7.8428,-3.6379,-4.6288,0.0186,-0.0838,0.0811,-0.0032,-0.0011,-0.0043,4.0,-36.78,47.28,46.8,43.34,21.78,-120.55,0.0,1009.0,55.217,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,54077,2015-08-25 14:33:37:095
7.8051,-3.7098,-4.561,7.8443,-3.6169,-4.6427,-0.2164,-0.0701,0.1057,0.0096,-0.0064,0.0128,5.0,-36.78,47.28,46.8,43.06,21.64,-120.62,0.0,1009.01,55.217,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,54182,2015-08-25 14:33:37:200
7.8518,-3.7266,-4.6328,7.8234,-3.622,-4.674,0.0404,-0.0208,0.2447,0.0096,-0.0064,0.0128,4.0,-36.78,47.28,46.8,43.06,21.64,-120.62,0.0,1009.02,54.728,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,54289,2015-08-25 14:33:37:307
7.7871,-3.7014,-4.6352,7.8234,-3.622,-4.674,0.0404,-0.0208,0.2447,0.0021,0.0043,0.0021,4.0,-36.78,47.28,46.86,42.85,21.67,-120.86,0.0,1009.02,54.728,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,54395,2015-08-25 14:33:37:413
7.8195,-3.7062,-4.5837,7.8289,-3.6247,-4.6625,-0.049,-0.0923,0.0848,-0.0011,-0.0085,-0.0011,3.0,-36.78,47.28,46.98,42.96,21.69,-120.78,0.0,1009.01,54.728,42.358418,-71.10948,-87.1,10.29836222037792,,5.12,35.48387,219.3,10 / 19,54500,2015-08-25 14:33:37:518
7.7931,-3.65,-4.5035,7.8412,-3.6329,-4.6355,-0.0481,-0.0171,0.132,0.0724,-0.0053,-0.0117,3.0,-36.84,47.28,47.16,43.25,21.74,-120.59,0.0,1009.01,50.425,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,54607,2015-08-25 14:33:37:625
7.8781,-3.5614,-4.5502,7.8867,-3.6251,-4.5638,-0.6287,-0.3768,-0.1264,0.0192,-0.0224,0.0011,4.0,-36.84,47.22,47.4,43.76,21.69,-120.06,0.0,1009.02,50.425,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,54713,2015-08-25 14:33:37:731
9.3565,-3.2286,-3.231,7.8404,-3.6316,-4.6379,-0.3645,-0.1967,-0.4331,-0.1587,-0.0266,0.098,4.0,-36.84,47.22,47.46,43.22,21.74,-120.61,0.0,1009.0,50.425,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,54818,2015-08-25 14:33:37:836
7.9272,-3.7721,-4.3012,7.8376,-3.5578,-4.6994,-0.3509,0.2287,0.567,0.0202,-0.0138,0.0021,4.0,-36.84,47.22,47.46,42.14,21.27,-120.95,0.0,1009.0,49.734,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,54925,2015-08-25 14:33:37:943
7.8985,-3.699,-4.5562,7.8327,-3.5819,-4.6893,0.0658,-0.1171,0.1331,-0.0202,0.017,-0.0128,4.0,-36.9,47.22,47.4,42.41,21.42,-120.91,0.0,1008.97,49.734,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,55031,2015-08-25 14:33:38:049
7.6591,-3.7326,-4.458,7.84,-3.6138,-4.6523,-0.0385,-0.1104,0.1452,0.0107,-0.0138,0.0096,4.0,-36.96,47.16,47.4,42.96,21.62,-120.69,0.0,1008.97,49.734,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,55136,2015-08-25 14:33:38:154
7.7764,-3.7206,-4.6735,7.8698,-3.6107,-4.6043,-0.0922,-0.1135,0.041,0.0107,-0.0138,0.0096,4.0,-36.96,47.16,47.4,42.96,21.62,-120.69,0.0,1009.01,52.615,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,55243,2015-08-25 14:33:38:261
7.762,-3.5638,-4.3838,7.8698,-3.6107,-4.6043,-0.0922,-0.1135,0.041,0.0053,0.0011,0.0,4.0,-37.02,47.04,47.52,44.66,21.6,-120.33,0.0,1009.01,52.615,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,55349,2015-08-25 14:33:38:367
7.8302,-3.7385,-4.6615,7.8377,-3.6297,-4.6439,0.056,-0.14,0.0734,0.0021,-0.0053,0.0085,4.0,-37.08,46.92,47.58,44.51,21.72,-120.65,0.0,1009.0,52.615,42.358448,-71.10943,-87.1,10.29836222037792,,0.18,35.48387,,10 / 19,55455,2015-08-25 14:33:38:473
7.8865,-3.7589,-4.4903,7.8495,-3.6204,-4.6311,0.037,-0.1385,0.1408,0.0128,0.0043,-0.0192,4.0,-37.14,46.86,47.64,44.53,21.66,-120.54,0.0,1009.0,52.615,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,55561,2015-08-25 14:33:38:579
7.8542,-3.6045,-4.5681,7.8251,-3.6316,-4.6637,-0.014,-0.2327,-0.0134,0.0043,-0.016,0.0213,4.0,-37.14,46.8,47.46,43.0,21.74,-120.79,0.0,1009.0,51.002,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,55667,2015-08-25 14:33:38:685
7.9416,-3.7792,-4.5322,7.851,-3.6345,-4.6175,0.0929,-0.1256,0.0518,0.0021,-0.0032,-0.0128,4.0,-37.08,46.86,47.28,43.4,21.75,-120.46,0.0,1009.0,51.002,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,55773,2015-08-25 14:33:38:791
7.7931,-3.6308,-5.0709,7.8577,-3.6616,-4.5846,-0.1628,-0.0075,-0.3139,0.0479,0.0128,-0.0021,4.0,-37.08,46.86,47.16,43.88,21.92,-120.26,0.0,1009.0,46.314,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,55879,2015-08-25 14:33:38:897
7.8781,-3.6571,-4.64,7.8563,-3.6424,-4.6024,0.0219,-0.0147,-0.0376,-0.0639,0.0043,-0.0245,4.0,-37.08,47.04,47.16,43.59,21.8,-120.36,0.0,1009.02,46.314,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,55985,2015-08-25 14:33:39:003
7.8506,-3.8283,-5.1056,7.7511,-3.5961,-4.8122,-0.2573,0.0647,-0.2587,-0.0639,0.0043,-0.0245,4.0,-37.08,47.04,47.16,43.59,21.8,-120.36,0.0,1009.01,46.314,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,56091,2015-08-25 14:33:39:109
7.7632,-3.9588,-4.81,7.8242,-3.5972,-4.6917,0.1952,0.0023,0.0697,-0.0043,-0.0107,0.0128,4.0,-37.08,47.22,47.28,41.46,21.51,-121.83,0.0,1009.01,45.933,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,56197,2015-08-25 14:33:39:215
7.8015,-3.7002,-4.4592,7.8242,-3.5972,-4.6917,0.1952,0.0023,0.0697,-0.032,-0.0021,-0.0053,4.0,-37.08,47.28,47.28,42.51,21.52,-120.95,0.0,1009.01,45.933,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,56303,2015-08-25 14:33:39:321
7.7991,-3.6739,-4.5514,7.8349,-3.6131,-4.6615,-0.0609,-0.0956,0.0491,-0.0032,-0.0053,-0.0032,4.0,-37.14,47.34,47.28,42.88,21.62,-120.75,0.0,1009.01,45.933,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,8 / 19,56408,2015-08-25 14:33:39:426
7.8147,-3.7086,-4.5801,7.8464,-3.6122,-4.6429,-0.0317,-0.0964,0.0627,-0.0032,0.0053,0.0043,4.0,-37.2,47.34,47.22,43.03,21.61,-120.61,0.0,1009.03,45.933,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,56514,2015-08-25 14:33:39:532
7.8159,-3.6823,-4.6064,7.8548,-3.6119,-4.6289,-0.0293,-0.0692,0.0512,0.0011,-0.0032,0.0011,4.0,-37.2,47.28,47.22,43.14,21.61,-120.51,0.0,1009.08,45.418,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,56621,2015-08-25 14:33:39:639
7.7692,-3.7517,-4.6412,7.8565,-3.6094,-4.6279,-0.061,-0.0238,0.0454,0.0032,0.0117,0.0,4.0,-37.26,47.28,47.28,43.13,21.6,-120.5,0.0,1009.08,45.418,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,56727,2015-08-25 14:33:39:745
7.7883,-3.7086,-4.6256,7.8562,-3.6271,-4.6145,-0.0475,-0.0611,-0.0075,0.0011,-0.0043,-0.0011,4.0,-37.2,47.22,47.34,43.37,21.71,-120.43,0.0,1009.05,45.418,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,56832,2015-08-25 14:33:39:850
7.7764,-3.6931,-4.6232,7.8571,-3.6202,-4.6185,-0.0771,-0.0644,0.0025,0.0043,0.0011,0.0011,4.0,-37.2,47.22,47.34,43.28,21.66,-120.45,0.0,1009.05,44.492,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,56938,2015-08-25 14:33:39:956
7.7895,-3.7002,-4.5945,7.8635,-3.6134,-4.6128,-0.074,-0.0869,0.0184,0.0043,0.0011,0.0011,4.0,-37.2,47.22,47.34,43.28,21.66,-120.45,0.0,1009.05,44.492,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,57045,2015-08-25 14:33:40:063
7.7788,-3.6787,-4.6376,7.8503,-3.618,-4.6317,-0.0667,0.0088,0.0421,0.0043,0.0032,-0.0021,4.0,-37.2,47.22,47.4,43.28,21.62,-120.4,0.0,1009.0,44.492,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,57151,2015-08-25 14:33:40:169
7.8494,-3.6607,-4.6376,7.8503,-3.618,-4.6317,-0.0667,0.0088,0.0421,-0.0011,-0.0043,0.0075,4.0,-37.2,47.22,47.4,43.16,21.65,-120.54,0.0,1009.0,47.359,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,57257,2015-08-25 14:33:40:275
7.829,-3.7433,-4.6831,7.8547,-3.6094,-4.6309,7.0E-4,-0.0346,0.1645,0.0096,0.0128,-0.0032,3.0,-37.26,47.22,47.46,43.1,21.6,-120.52,0.0,1009.05,47.359,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,57363,2015-08-25 14:33:40:381
7.8314,-3.6883,-4.6076,7.8606,-3.6211,-4.6118,-0.089,-0.1043,-0.027,0.0,-0.0011,-0.0021,3.0,-37.32,47.22,47.52,44.69,21.67,-120.4,0.0,1009.05,47.359,42.35843,-71.10946,-83.87,10.29836222037792,,1.12,35.48387,220.9,11 / 19,57468,2015-08-25 14:33:40:486
7.8434,-3.7194,-4.6196,7.8618,-3.6168,-4.6131,-0.034,-0.1002,-0.0125,-0.0043,0.0096,-0.0011,4.0,-37.38,47.22,47.58,44.64,21.64,-120.4,0.0,1009.09,49.243,42.35842,-71.109474,-80.65,10.29836222037792,,3.31,35.48387,219.8,7 / 19,57575,2015-08-25 14:33:40:593
7.7907,-3.6859,-4.5226,7.8678,-3.6163,-4.6033,-0.077,-0.0696,0.0806,0.0085,-0.0011,0.0021,4.0,-37.56,47.22,47.58,44.47,21.64,-120.33,0.0,1009.09,49.243,42.35842,-71.109474,-80.65,10.29836222037792,,3.31,35.48387,219.8,7 / 19,57681,2015-08-25 14:33:40:699
7.7249,-3.6607,-4.549,7.8766,-3.6064,-4.5959,-0.1313,-0.0064,0.0338,-0.0043,0.0,0.0096,4.0,-37.74,47.22,47.58,44.45,21.58,-120.26,0.0,1009.02,49.243,42.35842,-71.109474,-80.65,10.29836222037792,,3.31,35.48387,219.8,7 / 19,57787,2015-08-25 14:33:40:805
7.8362,-3.6595,-4.6914,7.8853,-3.6157,-4.5737,0.0467,-0.0714,-0.01,-0.0011,0.0149,-0.0107,4.0,-37.86,47.22,47.58,44.7,21.64,-120.12,0.0,1009.06,46.171,42.35842,-71.109474,-80.65,10.29836222037792,,3.31,35.48387,219.8,7 / 19,57893,2015-08-25 14:33:40:911
7.6387,-3.6919,-4.4257,7.8581,-3.6233,-4.6143,0.0619,-0.0673,-0.0316,-0.0011,0.0149,-0.0107,4.0,-37.86,47.22,47.58,44.7,21.64,-120.12,0.0,1009.06,46.171,42.35842,-71.109474,-80.65,10.29836222037792,,3.31,35.48387,219.8,7 / 19,57999,2015-08-25 14:33:41:017
